facility,cate,addr_load,addr_num,lat,long,area,capacity,openOrnot,normal_use,manage_phone,management,date,region,region2
강일리버파크10단지(전동 지하주차장),공공용,서울특별시 강동구 고덕로97길 20 (강일동),서울특별시 강동구 강일동 695번지,37.55920393,127.1799986,20369.0,24689.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
명일1동 공영주차장,공공용,서울특별시 강동구 구천면로 395 (명일동),서울특별시 강동구 명일동 312번지 250호,37.55103871,127.1429102,6436.0,7801.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
동산빌딩,공공용,서울특별시 강동구 양재대로 1584 (명일동),서울특별시 강동구 명일동 345번지 24호,37.54700723,127.1436353,556.0,673.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
해공도서관,공공용,서울특별시 강동구 올림픽로 702 (천호동),서울특별시 강동구 천호동 360번지,37.54394767,127.1255384,601.0,728.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
쌍용플래티넘리버,공공용,서울특별시 강동구 올림픽로 659 (천호동),서울특별시 강동구 천호동 432번지 10호,37.54032674,127.1235648,5872.0,7117.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
대동피렌체리버,공공용,서울특별시 강동구 올림픽로 667 (천호동),서울특별시 강동구 천호동 442번지 34호,37.54113239,127.1239562,1830.0,2218.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
홈플러스,공공용,서울특별시 강동구 양재대로 1571 (천호동),서울특별시 강동구 천호동 42번지,37.54571775,127.1422581,26258.0,31827.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
강동그린타워,공공용,"서울특별시 강동구 천호대로 1139 (길동, 강동그린타워)",서울특별시 강동구 길동 459번지 3호,37.53459566,127.1381196,6736.0,8164.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
둔촌푸르지오아파트(전동지하),공공용,서울특별시 강동구 명일로 172 (둔촌동),서울특별시 강동구 둔촌동 630번지,37.53414152,127.1450721,3893.0,4718.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
한화오벨리스크,공공용,서울특별시 강동구 동남로 877 (명일동),서울특별시 강동구 명일동 48번지 17호,37.55201367,127.1558015,3195.0,3872.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
강동역SK허브,공공용,"서울특별시 강동구 천호대로 1107 (길동, 강동역에스케이허브)",서울특별시 강동구 길동 445번지 1호,37.53558001,127.1348442,5931.0,7189.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
암사1동공영주차장,공공용,서울특별시 강동구 고덕로28길 36 (암사동),서울특별시 강동구 암사동 59번지 2호,37.55270603,127.1379985,3791.0,4595.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
천호3동 공영주차장,공공용,"서울특별시 강동구 진황도로29길 34 (천호동, 천호동공영주차장)",서울특별시 강동구 천호동 167번지 195호,37.53912858,127.1332697,6460.0,7830.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
안말어린이공원 공영주차장,공공용,"서울특별시 강동구 풍성로45길 11 (성내동, 안말어린이공원 공영주차장)",서울특별시 강동구 성내동 512번지,37.53125579,127.1299211,5348.0,6482.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
명성교회 월드글로리아센터,공공용,"서울특별시 강동구 양재대로134길 52 (명일동, 명성교회문화집회시설)",서울특별시 강동구 명일동 340번지 1호,37.54739684,127.1464261,6998.0,8482.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
나비빌딩,공공용,서울특별시 강동구 천호대로157길 14 (천호동),서울특별시 강동구 천호동 453번지 19호,37.53822863,127.1272942,5992.0,7263.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
성내동삼성아파트(전동지하),공공용,"서울특별시 강동구 풍성로 128 (성내동, 성내동삼성아파트)",서울특별시 강동구 성내동 590번지,37.5299472,127.1259763,34241.0,41504.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
암사2동 청사(지하주차장),공공용,"서울특별시 강동구 상암로3길 28 (암사동, 암사2동주민센터)",서울특별시 강동구 암사동 503번지 8호,37.55170826,127.1272732,361.65,438.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
고덕리엔파크 1단지(전동 지하주차장),공공용,서울특별시 강동구 상일로 152 (강일동),서울특별시 강동구 강일동 707번지,37.5616364,127.171359,23226.0,28153.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
고덕리엔파크 2단지(전동 지하주차장),공공용,서울특별시 강동구 고덕로 427 (강일동),서울특별시 강동구 강일동 717번지,37.55879602,127.1731779,19477.0,23608.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
고덕리엔파크 3단지(전동 지하주차장),공공용,서울특별시 강동구 상일로 74 (강일동),서울특별시 강동구 강일동 490번지,37.55136837,127.1747855,77077.0,93427.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
삼성엔지니어링,공공용,서울특별시 강동구 상일로6길 26 (상일동),서울특별시 강동구 상일동 500번지,37.5488183,127.1753251,85439.57,103564.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
강동경희대학교 병원,공공용,"서울특별시 강동구 동남로 892 (상일동, 강동경희대학교병원)",서울특별시 강동구 상일동 149번지,37.5531671,127.1569651,17913.98,21714.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
서희스타힐스 빌딩,공공용,서울특별시 강동구 동남로 881 (명일동),서울특별시 강동구 명일동 48번지 7호,37.5522936,127.1557753,3217.0,3899.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
고덕1동 주민센터,공공용,"서울특별시 강동구 양재대로156길 123 (고덕동, 고덕제1동주민센터)",서울특별시 강동구 고덕동 494번지 5호,37.55728195,127.1515087,278.0,336.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
고덕아이파크(전동 지하주차장),공공용,"서울특별시 강동구 동남로79길 26 (고덕동, 고덕아이파크)",서울특별시 강동구 고덕동 499번지,37.55918114,127.1537396,76336.0,92528.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
한솔솔파크 더리버 아파트(전동 지하주차장),공공용,"서울특별시 강동구 선사로 120 (암사동, 한솔 솔파크 더 리버)",서울특별시 강동구 암사동 518번지,37.55023242,127.1238725,10789.52,13078.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
래미안힐스테이트 고덕(지하주차장),공공용,"서울특별시 강동구 아리수로50길 50 (고덕동, 래미안힐스테이트고덕)",서울특별시 강동구 고덕동 688번지,37.5576845,127.148601,261492.0,316960.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
강일리버파크11단지,공공용,"서울특별시 강동구 고덕로97길 100 (강일동, 강일리버파크11단지)",서울특별시 강동구 강일동 689번지,37.56264665,127.1800967,6905.32,8370.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
중앙보훈병원역,공공용,"서울특별시 강동구 동남로 지하 625 (둔촌동, 중앙보훈병원역)",서울특별시 강동구 둔촌동 8번지 1호,37.52889617,127.1485439,9105.0,11036.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
둔촌오륜역,공공용,"서울특별시 강동구 강동대로 지하 303 (둔촌동, 둔촌오륜역)",서울특별시 강동구 둔촌동 227번지 7호,37.51942409,127.1384296,7505.0,9096.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
벽산라이브파크A주차장P1(101),공공용,서울특별시 강북구 인수봉로 18(삼양동),,37.621691,127.012949,8164.0,9878.0,Y,주차장,02-901-6084,서울특별시 강북구청,2021-06-04,서울특별시,강북구
"벽산라이브파크A주차장P2(102,103,106)",공공용,서울특별시 강북구 인수봉로 18(삼양동),,37.621691,127.012949,10553.0,12769.0,Y,주차장,02-901-6084,서울특별시 강북구청,2021-06-04,서울특별시,강북구
"벽산라이브파크A주차장P3(104,105)",공공용,서울특별시 강북구 인수봉로 18(삼양동),,37.621691,127.012949,5341.0,6462.0,Y,주차장,02-901-6084,서울특별시 강북구청,2021-06-04,서울특별시,강북구
"벽산라이브파크A주차장P4(107,108)",공공용,서울특별시 강북구 인수봉로 18(삼양동),,37.621691,127.012949,6143.0,7433.0,Y,주차장,02-901-6084,서울특별시 강북구청,2021-06-04,서울특별시,강북구
"벽산라이브파크A주차장P5(109,110)",공공용,서울특별시 강북구 인수봉로 18(삼양동),,37.621691,127.012949,4852.0,5871.0,Y,주차장,02-901-6084,서울특별시 강북구청,2021-06-04,서울특별시,강북구
벽산라이브파크A주차장P6(111),공공용,서울특별시 강북구 인수봉로 18(삼양동),,37.621691,127.012949,2900.0,3508.0,Y,주차장,02-901-6084,서울특별시 강북구청,2021-06-04,서울특별시,강북구
"벽산라이브파크A주차장P7(112,113)",공공용,서울특별시 강북구 인수봉로 18(삼양동),,37.621691,127.012949,4822.0,5834.0,Y,주차장,02-901-6084,서울특별시 강북구청,2021-06-04,서울특별시,강북구
벽산라이브파크A주차장P8(114),공공용,서울특별시 강북구 인수봉로 18(삼양동),,37.621691,127.012949,9091.0,11000.0,Y,주차장,02-901-6084,서울특별시 강북구청,2021-06-04,서울특별시,강북구
"벽산라이브파크A주차장P9(115,116)",공공용,서울특별시 강북구 인수봉로 18(삼양동),,37.621691,127.012949,5372.0,6500.0,Y,주차장,02-901-6084,서울특별시 강북구청,2021-06-04,서울특별시,강북구
"벽산라이브파크A주차장P10(118,119)",공공용,서울특별시 강북구 인수봉로 18(삼양동),,37.621691,127.012949,5004.0,6055.0,Y,주차장,02-901-6084,서울특별시 강북구청,2021-06-04,서울특별시,강북구
"벽산라이브파크 임대A주차장(201,202)",공공용,서울특별시 강북구 인수봉로 18(삼양동),,37.621691,127.012949,12495.0,15118.0,Y,주차장,02-901-6084,서울특별시 강북구청,2021-06-04,서울특별시,강북구
경남아너스빌주차장,공공용,서울특별시 강북구 삼양로74길 8(삼양동),,37.62914266,127.0183522,4823.0,5835.0,Y,주차장,02-901-6084,서울특별시 강북구청,2021-06-04,서울특별시,강북구
삼성레미안주차장,공공용,서울특별시 강북구 삼양로 256(삼양동),,37.62628464,127.0188997,14438.0,17469.0,Y,주차장,02-901-6084,서울특별시 강북구청,2021-06-04,서울특별시,강북구
삼양동주민센터,공공용,서울특별시 강북구 삼양로 268(삼양동),,37.627341,127.018368,295.0,357.0,Y,주차장,02-901-6084,서울특별시 강북구청,2021-06-04,서울특별시,강북구
미아역,공공용,서울특별시 강북구 도봉로 200(미아동),,37.62652465,127.026445,2102.0,2543.0,Y,전철역,02-901-6084,서울특별시 강북구청,2021-06-04,서울특별시,강북구
운산빌딩,공공용,서울특별시 강북구 도봉로 260(미아동),,37.63170757,127.024417,350.0,423.0,Y,주차장,02-901-6084,서울특별시 강북구청,2021-06-04,서울특별시,강북구
삼성생명,공공용,서울특별시 강북구 도봉로 188(미아동),,37.62563801,127.026796,1150.0,1392.0,Y,주차장,02-901-6084,서울특별시 강북구청,2021-06-04,서울특별시,강북구
궁전회관,공공용,서울특별시 강북구 도봉로 222(미아동),,37.6286502429,127.025705,1299.0,1572.0,Y,주차장,02-901-6084,서울특별시 강북구청,2021-06-04,서울특별시,강북구
미아요진아파트,공공용,서울특별시 강북구 도봉로76길 56(미아동),,37.633680972,127.026601,3788.0,4583.0,Y,주차장,02-901-6084,서울특별시 강북구청,2021-06-04,서울특별시,강북구
현대아파트,공공용,서울특별시 강북구 도봉로68길 62(미아동),,37.631404,127.025951,3186.0,3855.0,Y,주차장,02-901-6084,서울특별시 강북구청,2021-06-04,서울특별시,강북구
신구아파트,공공용,서울특별시 강북구 오패산로60길 17-7(미아동),,37.626847,127.030497,5413.0,6549.0,Y,주차장,02-901-6084,서울특별시 강북구청,2021-06-04,서울특별시,강북구
미아동복합청사,공공용,서울특별시 강북구 솔매로49길 14(미아동),,37.62709036,127.0269751385,2712.0,3281.0,Y,주차장,02-901-6084,서울특별시 강북구청,2021-06-04,서울특별시,강북구
경남아너스빌아파트,공공용,서울특별시 강북구 오패산로30길 30(송중동),,37.61635549,127.035688,33400.0,40520.0,Y,주차장,02-901-6084,서울특별시 강북구청,2021-06-04,서울특별시,강북구
한일유엔아이아파트,공공용,서울특별시 강북구 월계로21가길 41(송중동),,37.61571366,127.036734,13652.0,16520.0,Y,주차장,02-901-6084,서울특별시 강북구청,2021-06-04,서울특별시,강북구
풍양빌딩,공공용,서울특별시 강북구 도봉로 136(송중동),,37.62107858,127.028623,3966.0,4798.0,Y,주차장,02-901-6084,서울특별시 강북구청,2021-06-04,서울특별시,강북구
무등양말빌딩,공공용,서울특별시 강북구 도봉로 132(송중동),,37.620768,127.0287077,429.0,519.0,Y,주차장,02-901-6084,서울특별시 강북구청,2021-06-04,서울특별시,강북구
미아사거리역,공공용,서울특별시 강북구 도봉로 48(송중동),,37.61329721,127.0303951667,7533.0,9114.0,Y,전철역,02-901-6084,서울특별시 강북구청,2021-06-04,서울특별시,강북구
송중동주민센터,공공용,서울특별시 강북구 오패산로 62(송중동),,,127.034791,99.0,120.0,Y,회의장,02-901-6084,서울특별시 강북구청,2021-06-04,서울특별시,강북구
