facility,cate,addr_load,addr_num,lat,long,area,capacity,openOrnot,normal_use,manage_phone,management,date,region
구미도량 휴먼시아아파트(403동 지하주차장),공공용,"경상북도 구미시 도봉로 62, 403동 (도량동)",경상북도 구미시 도량동 224,36.140493,128.316581,1420.0,1721.0,Y,지하주차장,054-480-7485,도량동,2020-10-22,경북
도량뜨란채아파트(504동 지하주차장),공공용,"경상북도 구미시 도봉로 67, 504동 (도량동, 구미도량뜨란채5단지)",경상북도 구미시 도량동 222,36.139528,128.319089,1420.0,1721.0,Y,지하주차장,054-480-7485,도량동,2020-10-22,경북
광평동주민센터,공공용,경상북도 구미시 광평길 55 (광평동),경상북도 구미시 광평동 532-7,36.1046996254,128.366069,480.0,582.0,Y,창고,054-480-7681,광평동,2020-10-22,경북
쉬즈산부인과,공공용,경상북도 구미시 구미대로 220 (광평동),경상북도 구미시 광평동 456-11,36.106383,128.363602,247.0,299.0,Y,주차장,054-480-7681,광평동,2020-10-22,경북
동우1차 아파트,공공용,경상북도 구미시 박정희로 341 (광평동),경상북도 구미시 광평동 352-1,36.108388,128.356845,1368.0,1658.0,Y,주차장,054-480-7681,광평동,2020-10-22,경북
LG전자구미3공장,공공용,"경상북도 구미시 산호대로 77 (공단동, LG전자구미3공장)",경상북도 구미시 공단동 299,36.091412,128.385006,4765.0,5776.0,Y,주차장,054-480-7661,공단2동,2020-10-22,경북
삼성SDI 구미사업장(24동 물류동),공공용,"경상북도 구미시 구미대로 58 (공단동, 삼성SDI구미사업장)",경상북도 구미시 공단동 290,36.092007,128.368394,764.0,926.0,Y,"회의, 교육",054-480-7661,공단2동,2020-10-22,경북
블루큐브케미칼코리아유한회사,공공용,"경상북도 구미시 1공단로4길 96 (공단동, 블루큐브케미칼코리아(유)구미공장)",경상북도 구미시 공단동 288-11,36.093569,128.370211,299.0,362.0,Y,식당,054-480-7661,공단2동,2020-10-22,경북
공단2동주민센터(지하),공공용,"경상북도 구미시 1공단로 198-8 (공단동, 공단2동 주민센터)",경상북도 구미시 공단동 265-27,36.101389,128.384489,350.0,424.0,Y,창고,054-480-7661,공단2동,2020-10-22,경북
공단지하도,공공용,경상북도 구미시 1공단로 196 (공단동),경상북도 구미시 공단동 264-19,36.101764,128.384558,215.0,261.0,Y,지하보도,054-480-7661,공단2동,2020-10-22,경북
한화시스템(본관동),공공용,경상북도 구미시 1공단로 244 (공단동),경상북도 구미시 공단동 259,36.100378,128.393021,1381.0,1674.0,Y,교육장,054-480-7661,공단2동,2020-10-22,경북
근로자복지센터,공공용,경상북도 구미시 산호대로 239 (공단동),경상북도 구미시 공단동 256-18,36.105022,128.384053,571.0,692.0,Y,체육관,054-480-7661,공단2동,2020-10-22,경북
순천향병원,공공용,"경상북도 구미시 1공단로 179 (공단동, 구미순천향병원)",경상북도 구미시 공단동 250,36.103416,128.38217,1734.0,2102.0,Y,식당,054-480-7661,공단2동,2020-10-22,경북
코오롱인더스트리,공공용,"경상북도 구미시 수출대로 48 (공단동, 코오롱)",경상북도 구미시 공단동 212,36.102979,128.374985,1005.0,1218.0,Y,식당,054-480-7661,공단2동,2020-10-22,경북
구미소방서,공공용,"경상북도 구미시 수출대로 112 (공단동, 구미소방서)",경상북도 구미시 공단동 207,36.110542,128.376521,364.0,441.0,Y,교육장,054-480-7661,공단2동,2020-10-22,경북
우림필유아파트,공공용,경상북도 구미시 수출대로3길 130 (공단동),경상북도 구미시 공단동 758,36.123614,128.372284,27666.0,33535.0,Y,지하주차장,054-480-7641,공단1동,2020-10-22,경북
오성전자,공공용,"경상북도 구미시 산호대로 335-4 (공단동, (주)오성전자)",경상북도 구미시 공단동 181,36.113919,128.383505,826.0,1001.0,Y,식당,054-480-7641,공단1동,2020-10-22,경북
구미세무서,공공용,"경상북도 구미시 수출대로 179 (공단동, 구미세무서)",경상북도 구미시 공단동 174,36.111831,128.385094,370.0,448.0,Y,미활용,054-480-7641,공단1동,2020-10-22,경북
(주)코아시스,공공용,경상북도 구미시 수출대로9길 16 (공단동),경상북도 구미시 공단동 171,36.112696,128.381071,132.0,160.0,Y,교육장,054-480-7641,공단1동,2020-10-22,경북
한국산업단지중부지역본부,공공용,경상북도 구미시 수출대로 127 (공단동),경상북도 구미시 공단동 164,36.111575,128.378533,972.0,1178.0,Y,미활용,054-480-7641,공단1동,2020-10-22,경북
쌍용유니참(주),공공용,경상북도 구미시 수출대로 97 (공단동),경상북도 구미시 공단동 155,36.111523,128.375289,595.0,721.0,Y,식당,054-480-7641,공단1동,2020-10-22,경북
공단1동주민센터,공공용,"경상북도 구미시 비산로 4 (공단동, 공단1동주민센터)",경상북도 구미시 공단동 112-2,36.119306,128.372156,122.0,148.0,Y,창고,054-480-7641,공단1동,2020-10-22,경북
삼우힐타운,공공용,경상북도 구미시 고아읍 선산대로 608 (삼우힐타운),,36.183181,128.350463,3177.0,3851.0,Y,주차장,054-480-7066,고아읍,2020-10-22,경북
금오골든 아파트,공공용,경상북도 구미시 고아읍 지산25길 8 (금오골든타워),,36.148006,128.3484998822,1904.0,2308.0,Y,주차장,054-480-7066,고아읍,2020-10-22,경북
대원로얄타운,공공용,"경상북도 구미시 형곡로39길 4 (형곡동, 대원로얄타운)",,36.108706,128.339988,1597.0,1936.0,Y,주차장,054-480-7551,형곡2동,2020-10-22,경북
대동빌라트,공공용,경상북도 구미시 신시로8길 7-6 (형곡동),경상북도 구미시 형곡동 855-1,36.113561,128.340119,1851.0,2244.0,Y,주차장,054-480-7533,형곡1동,2020-10-22,경북
차병원,공공용,경상북도 구미시 신시로10길 12,경상북도 구미시 형곡동 855,36.1145984474,128.340744,4879.0,5914.0,Y,의료시설,054-480-7533,형곡1동,2020-10-22,경북
해피맘산부인과,공공용,경상북도 구미시 신시로 74 (형곡동),경상북도 구미시 형곡동 854,36.114442,128.339694,281.0,341.0,Y,주차장,054-480-7533,형곡1동,2020-10-22,경북
형곡볼링장,공공용,경상북도 구미시 형곡중앙로 10 (형곡동),경상북도 구미시 형곡동 151-3,36.111651,128.333161,1104.0,1338.0,Y,볼링장,054-480-7533,형곡1동,2020-10-22,경북
전원리빙필,공공용,경상북도 구미시 형곡동로 103,경상북도 구미시 형곡동 146-7,36.111461,128.3357118217,1362.0,1651.0,Y,주차장,054-480-7533,형곡1동,2020-10-22,경북
신세계아파트,공공용,경상북도 구미시 형곡중앙로 51,경상북도 구미시 형곡동 145-22,36.1116288163,128.3366618519,1137.0,1378.0,Y,주차장,054-480-7533,형곡1동,2020-10-22,경북
반석드림파크 9차,공공용,경상북도 구미시 경은로 100 (형곡동),경상북도 구미시 형곡동 143-1,36.114447,128.337714,962.0,1166.0,Y,주차장,054-480-7533,형곡1동,2020-10-22,경북
시립중앙도서관,공공용,경상북도 구미시 경은로 85,경상북도 구미시 형곡동 142,36.1137977966,128.3352215167,1577.0,1912.0,Y,식당,054-480-7533,형곡1동,2020-10-22,경북
형곡1동행정복지센터,공공용,경상북도 구미시 경은로 52 (형곡동),경상북도 구미시 형곡동 141-5,36.113993,128.334408,139.0,168.0,Y,체육관,054-480-7533,형곡1동,2020-10-22,경북
무궁화아파트,공공용,경상북도 구미시 형곡로10길 39-16 (형곡동),경상북도 구미시 형곡동 126-7,36.117128,128.327589,562.0,681.0,Y,주차장,054-480-7533,형곡1동,2020-10-22,경북
동부늘푸른아파트,공공용,경상북도 구미시 형곡로 53 (형곡동),경상북도 구미시 형곡동 117-3,36.115603,128.333501,529.0,641.0,Y,주차장,054-480-7533,형곡1동,2020-10-22,경북
진흥빌라트,공공용,경상북도 구미시 형곡로5길 18 (형곡동),경상북도 구미시 형곡동 115-7,36.114697,128.334856,463.0,561.0,Y,주차장,054-480-7533,형곡1동,2020-10-22,경북
삼우형구아파트,공공용,경상북도 구미시 경은로 8-5 (형곡동),경상북도 구미시 형곡동 106-1,36.115303,128.337839,1223.0,1482.0,Y,주차장,054-480-7533,형곡1동,2020-10-22,경북
삼우아파트 914동,공공용,경상북도 구미시 신시로17길 17 (형곡동),경상북도 구미시 형곡동 103-2,36.117467,128.337164,258.0,313.0,Y,주차장,054-480-7533,형곡1동,2020-10-22,경북
삼우궁전맨션,공공용,경상북도 구미시 해평면 강동로 1655 (삼우궁전맨션),,36.198134,128.391367,916.0,1110.0,Y,지하주차장,054-480-7301,해평면,2020-10-22,경북
삼성코닝,공공용,"경상북도 구미시 3공단3로 242 (진평동, 삼성코닝정밀소재(주))",경상북도 구미시 진평동 644-1,36.10169,128.410791,4628.0,5610.0,Y,사무실,054-480-7781,진미동,2020-10-22,경북
인의주공 202동옆 주차장,공공용,"경상북도 구미시 인동16길 47-4 (진평동, 구미인의주공아파트)",경상북도 구미시 진평동 180,36.097236,128.421151,2787.0,3378.0,Y,지하주차장,054-480-7781,진미동,2020-10-22,경북
동산그린빌라,공공용,"경상북도 구미시 형곡동로6길 16-9 (형곡동, 동산그린빌라)",경상북도 구미시 형곡동 336-6,36.104853,128.337852,184.0,223.0,Y,주차장,054-480-7551,형곡2동,2020-10-22,경북
정우공원맨션 14차,공공용,경상북도 구미시 형곡로32길 17 (형곡동),경상북도 구미시 형곡동 331,36.105678,128.337842,286.0,347.0,Y,주차장,054-480-7551,형곡2동,2020-10-22,경북
두산맨션,공공용,경상북도 구미시 형곡동로4길 5-3 (형곡동),경상북도 구미시 형곡동 318-4,36.104502,128.336394,664.0,805.0,Y,주차장,054-480-7551,형곡2동,2020-10-22,경북
무지개2차,공공용,"경상북도 구미시 형곡서로1길 17 (형곡동, 무지개2차APT)",경상북도 구미시 형곡동 308-1,36.106188,128.332861,163.0,198.0,Y,미활용,054-480-7551,형곡2동,2020-10-22,경북
"미성빌라 A,B동",공공용,경상북도 구미시 형곡로28길 5-17 (형곡동),경상북도 구미시 형곡동 304-9,36.106406,128.334333,114.0,138.0,Y,창고,054-480-7551,형곡2동,2020-10-22,경북
삼우(902동),공공용,경상북도 구미시 형곡로41길 16-1 (형곡동),경상북도 구미시 형곡동 176,36.110281,128.340726,259.0,314.0,Y,회의실,054-480-7551,형곡2동,2020-10-22,경북
e편한세상,공공용,"경상북도 구미시 산호대로39길 25 (옥계동, e-편한세상)",경상북도 구미시 옥계동 935,36.140622,128.434265,8250.0,10000.0,Y,지하주차장,054-480-7801,양포동,2020-10-22,경북
구미경찰서,공공용,경상북도 구미시 송원동로 11-4 (송정동),경상북도 구미시 송정동 59,36.119822,128.346285,595.0,721.0,Y,식당,054-480-7401,송정동,2020-10-22,경북
구미교육지원청,공공용,경상북도 구미시 송정대로 63 (송정동),경상북도 구미시 송정동 55,36.119082,128.34591,195.0,236.0,Y,창고,054-480-7401,송정동,2020-10-22,경북
구미시청,공공용,경상북도 구미시 송정대로 55 (송정동),경상북도 구미시 송정동 50,36.120067,128.343823,985.0,1194.0,Y,"회의, 교육",054-480-7401,송정동,2020-10-22,경북
구미우체국,공공용,경상북도 구미시 송원서로 6 (송정동),경상북도 구미시 송정동 49,36.118317,128.343559,198.0,240.0,Y,창고,054-480-7401,송정동,2020-10-22,경북
KT구미지사,공공용,경상북도 구미시 송원서로 14 (송정동),경상북도 구미시 송정동 48,36.118922,128.343249,251.0,304.0,Y,주차장,054-480-7401,송정동,2020-10-22,경북
한가람빌리지,공공용,"경상북도 구미시 백산로5길 6, 가동 (송정동, 한가람빌리지)",경상북도 구미시 송정동 45,36.1206997306,128.344153,350.0,424.0,Y,미활용,054-480-7401,송정동,2020-10-22,경북
우방1차아파트(5동),공공용,"경상북도 구미시 백산로 186 (송정동, 우방타운1차)",경상북도 구미시 송정동 455-1,36.116115,128.350936,1230.0,1491.0,Y,창고,054-480-7401,송정동,2020-10-22,경북
우방1차아파트(12동),공공용,"경상북도 구미시 백산로 183 (송정동, 우방타운1차)",경상북도 구미시 송정동 454-1,36.116581,128.351739,635.0,770.0,Y,"회의, 교육",054-480-7401,송정동,2020-10-22,경북
우방1차아파트(11동),공공용,"경상북도 구미시 백산로 183 (송정동, 우방타운1차)",경상북도 구미시 송정동 454-1,36.116581,128.351739,793.0,961.0,Y,"회의, 교육",054-480-7401,송정동,2020-10-22,경북
우방1차아파트(6동),공공용,"경상북도 구미시 백산로 183 (송정동, 우방타운1차)",경상북도 구미시 송정동 454-1,36.116581,128.351739,1011.0,1225.0,Y,창고,054-480-7401,송정동,2020-10-22,경북
구미상공회의소,공공용,"경상북도 구미시 송정대로 120 (송정동, 구미상공회의소)",경상북도 구미시 송정동 454,36.117053,128.351775,859.0,1041.0,Y,주차장,054-480-7401,송정동,2020-10-22,경북
우방2차아파트,공공용,"경상북도 구미시 박정희로 511 (송정동, 우방타운)",경상북도 구미시 송정동 38-5,36.121236,128.347687,1025.0,1242.0,Y,주차장,054-480-7401,송정동,2020-10-22,경북
혜성아파트 주차장,공공용,"경상북도 구미시 박정희로 525 (송정동, 혜성골드타운)",경상북도 구미시 송정동 38-4,36.121922,128.34609,430.0,521.0,Y,주차장,054-480-7401,송정동,2020-10-22,경북
혜성아파트(3동),공공용,"경상북도 구미시 박정희로 525, 3동 (송정동, 혜성골드타운)",경상북도 구미시 송정동 38-4,36.121922,128.346031,496.0,601.0,Y,창고,054-480-7401,송정동,2020-10-22,경북
한솔아파트,공공용,"경상북도 구미시 박정희로 545 (송정동, 한솔아파트)",경상북도 구미시 송정동 38,36.122347,128.343717,2975.0,3606.0,Y,주차장,054-480-7401,송정동,2020-10-22,경북
동양한신아파트,공공용,"경상북도 구미시 백산로 153 (송정동, 동양한신아파트)",경상북도 구미시 송정동 183,36.119113,128.350005,3636.0,4407.0,Y,주차장,054-480-7401,송정동,2020-10-22,경북
남통e편한세상 지하주차장(후문),공공용,"경상북도 구미시 선기로 77(남통동, 남통e편한세상)",경상북도 구미시 남통동 415,36.129498,128.317614,34848.0,42240.0,Y,지하주차장,054-480-7518,선주원남동,2020-10-22,경북
푸르지오캐슬B단지 지하주차장,공공용,"경상북도 구미시 산책길 7(송정동, 푸르지오캐슬B단지아파트)",경상북도 구미시 송정동 1,36.124651,128.335514,19015.0,23048.0,Y,지하주차장,054-480-7518,선주원남동,2020-10-22,경북
올림픽기념관,공공용,경상북도 구미시 산책길 63,경상북도 구미시 원평동 964-451,36.123542,128.3289375809,2539.0,3078.0,Y,체육관,054-480-7518,선주원남동,2020-10-22,경북
대동아파트,공공용,경상북도 구미시 원남로4길 5,경상북도 구미시 원평동 83-13,36.1276116673,128.3278436486,2562.0,3105.0,Y,지하주차장,054-480-7518,선주원남동,2020-10-22,경북
청산빌라,공공용,경상북도 구미시 원남로 51 (원평동),경상북도 구미시 원평동 77-60,36.128884,128.326917,668.0,810.0,Y,지하주차장,054-480-7518,선주원남동,2020-10-22,경북
도립도서관,공공용,경상북도 구미시 산책길 41,경상북도 구미시 원평동 468-1,36.1241738932,128.3313516804,661.0,801.0,Y,식당,054-480-7518,선주원남동,2020-10-22,경북
